,cell_type
npcghdol-1,CD4+ T cells
npcghijg-1,CD4+ T cells
npcgidja-1,CD8+ T cells
npcgjbbf-1,Macrophages
npcgjlbd-1,Endothelial
npcgpblk-1,Endothelial
npcgpibl-1,Endothelial
npchbkok-1,Endothelial
npchchnh-1,Unknown
npchkaie-1,Endothelial
npchlhmg-1,Unknown
npchnece-1,Macrophages
npchobpe-1,Unknown
npchofck-1,Macrophages
npchohif-1,CD8+ T cells
npciaabe-1,Endothelial
npcibpkj-1,Endothelial
npcifdbm-1,Unknown
npcijaoe-1,Unknown
npcijonm-1,Endothelial
npcikald-1,Unknown
npcikpad-1,Unknown
npcilmno-1,Macrophages
npcinidi-1,Unknown
npciobnl-1,Endothelial
npcipbpl-1,Endothelial
npcjdaec-1,B cells
npcjdgil-1,B cells
npcjeloc-1,B cells
npcjfpoe-1,B cells
npcjimdp-1,B cells
npcjjgmp-1,Endothelial
npcjklnl-1,B cells
npcjmifb-1,Fibroblasts
npcjpnbo-1,Endothelial
npckanjn-1,CD8+ T cells
npckaoha-1,Endothelial
npckdlmh-1,Endothelial
npckfblj-1,Unknown
npckgbmf-1,Unknown
npckgicn-1,B cells
npckgikl-1,Endothelial
npckhdlo-1,Endothelial
npckhdmd-1,Unknown
npckhgca-1,CD4+ T cells
npckkfgl-1,Endothelial
npckmlga-1,Endothelial
npclacbk-1,Macrophages
npclcdie-1,Macrophages
npcldhgl-1,Unknown
npclebhf-1,Endothelial
npclehfe-1,Unknown
npclgfpk-1,Fibroblasts
npclikcl-1,Endothelial
npcljgbi-1,Unknown
npcllfhn-1,Endothelial
npclpemi-1,Unknown
npclpgno-1,Unknown
npcmaila-1,Unknown
npcmbcob-1,Macrophages
npcmcipn-1,Fibroblasts
npcmfacj-1,Endothelial
npcmfekb-1,Unknown
npcmgdme-1,Endothelial
npcmjpeg-1,Unknown
npcmkibd-1,Endothelial
npcmkimo-1,Fibroblasts
npcmlbhk-1,Epithelial
npcnccdk-1,CD8+ T cells
npcncfio-1,CD8+ T cells
npcndaaa-1,Macrophages
npcndaml-1,Endothelial
npcndklh-1,Macrophages
npcneckl-1,Macrophages
npcnjcdd-1,Unknown
npcnjcjl-1,CD8+ T cells
npcnmfgp-1,Endothelial
npcnmloi-1,Endothelial
npcnnfod-1,Endothelial
npcnpgah-1,Unknown
npcnpneh-1,Macrophages
npcobcnl-1,Macrophages
npcodoon-1,Fibroblasts
npcogjod-1,Macrophages
npcohggg-1,Epithelial
npcohmdd-1,Endothelial
npcojkpo-1,Endothelial
npcolopk-1,Fibroblasts
npcombcn-1,Unknown
npcoombo-1,Epithelial
npcoopgi-1,Macrophages
npcpagkc-1,B cells
npcpbedg-1,B cells
npcpehic-1,Endothelial
npcpgbld-1,Unknown
npcpgnod-1,Endothelial
npcphfgn-1,Unknown
npcpkama-1,Endothelial
npcpkmkn-1,B cells
npcplbig-1,Endothelial
npcpmgoj-1,Unknown
npcpoaci-1,B cells
npdacckp-1,B cells
npdaemef-1,B cells
npdafbkm-1,B cells
npdafneo-1,B cells
npdagmbm-1,B cells
npdajici-1,B cells
npdajpdd-1,B cells
npdalkfm-1,B cells
npdandkp-1,Unknown
npdapgfb-1,CD4+ T cells
npdbcach-1,Macrophages
npdbdddd-1,Endothelial
npdbddha-1,Endothelial
npdbeajm-1,Endothelial
npdbjffc-1,Endothelial
npdbmodg-1,Fibroblasts
npdbolff-1,Endothelial
npdcdhfo-1,Unknown
npdcdicf-1,Fibroblasts
npdcdjep-1,Unknown
npdceohc-1,Endothelial
npdchabh-1,Unknown
npdcijoc-1,Epithelial
npdcnnbb-1,Fibroblasts
npdcpamb-1,Fibroblasts
npdddbfa-1,Unknown
npddfjco-1,Fibroblasts
npddflnh-1,Unknown
npddhpeg-1,Fibroblasts
npddjkpi-1,Endothelial
npddmnok-1,Fibroblasts
npddnljo-1,Unknown
npddooan-1,Unknown
npddpjgg-1,Endothelial
npdebbol-1,Unknown
npdeedad-1,Fibroblasts
npdefncc-1,Unknown
npdegana-1,Unknown
npdejjje-1,Unknown
npdekbgh-1,Fibroblasts
npdeljnk-1,Endothelial
npdendhb-1,Fibroblasts
npdeopmn-1,Endothelial
npdfbcjb-1,Macrophages
npdfjhig-1,Unknown
npdfnafe-1,Endothelial
npdfpdgc-1,Endothelial
npdfpjfj-1,Unknown
npdgeaof-1,Unknown
npdgeoih-1,Fibroblasts
npdggmng-1,Endothelial
npdgickn-1,Fibroblasts
npdgkenp-1,Endothelial
npdhbmom-1,Endothelial
npdhcgml-1,Unknown
npdhdadb-1,Unknown
npdhfacg-1,Fibroblasts
npdhpooj-1,Unknown
npdicdhn-1,Unknown
npdiegff-1,Fibroblasts
npdigkmg-1,Unknown
npdiimie-1,Epithelial
npdijcao-1,Unknown
npdikfll-1,Endothelial
npdipiff-1,Endothelial
npdjcged-1,Unknown
npdjdehi-1,Unknown
npdjedjf-1,Fibroblasts
npdjheji-1,Fibroblasts
npdjhjdj-1,Unknown
npdjkmco-1,Unknown
npdjocic-1,Endothelial
npdjoipi-1,Unknown
npdkahhl-1,Unknown
npdkakpn-1,Unknown
npdkbhdi-1,Unknown
npdkcogk-1,Unknown
npdklkbp-1,CD4+ T cells
npdklmid-1,CD8+ T cells
npdkmcko-1,Unknown
npdlbile-1,CD8+ T cells
npdlbphh-1,Endothelial
npdleffe-1,CD8+ T cells
npdlklhp-1,CD4+ T cells
npdlljbl-1,Endothelial
npdllnbh-1,Macrophages
npdlnjkn-1,Endothelial
npdmaiaa-1,Endothelial
npdmfenc-1,Unknown
npdmflof-1,Unknown
npdmheml-1,CD4+ T cells
npdmhlpm-1,CD8+ T cells
npdmlgce-1,Unknown
npdmlpgj-1,Endothelial
npdmnlha-1,Unknown
npdmomjg-1,Endothelial
npdmpcml-1,CD8+ T cells
npdnclim-1,Unknown
npdneeni-1,Unknown
npdngnoj-1,Macrophages
npdnhanf-1,Endothelial
npdnhdam-1,Endothelial
npdoccni-1,Endothelial
npdodeoj-1,Endothelial
npdoeaag-1,Endothelial
npdoigbo-1,Endothelial
npdoilpm-1,Unknown
npdojofk-1,Endothelial
npdoknpe-1,Endothelial
npdonibj-1,CD8+ T cells
npdoolhk-1,CD8+ T cells
npdpakig-1,CD4+ T cells
npdpdapn-1,Endothelial
npdpddcl-1,Endothelial
npdpedoe-1,CD8+ T cells
npdpfpef-1,Unknown
npdpgdjd-1,Endothelial
npdpjchb-1,Unknown
npdpjefe-1,Unknown
npdpoicj-1,Unknown
npdppchf-1,Unknown
npeabkci-1,Endothelial
npeafeeg-1,Unknown
npeafopf-1,Unknown
npeageam-1,Endothelial
npeaifcd-1,Endothelial
npeajldg-1,Unknown
npeanlmn-1,Fibroblasts
npeapnik-1,Unknown
npebcnif-1,Endothelial
npebffdg-1,Fibroblasts
npebgmco-1,Unknown
npebilbb-1,Unknown
npebjgge-1,CD8+ T cells
npebmiep-1,Unknown
npebninb-1,CD8+ T cells
npebpkab-1,Macrophages
npebpoao-1,Macrophages
npecfkle-1,Unknown
npechabc-1,CD4+ T cells
npecijoh-1,Macrophages
npeclodl-1,Unknown
npecnnpi-1,Unknown
npecpdjl-1,Unknown
npedaoai-1,B cells
npeddknk-1,CD4+ T cells
npedfjdl-1,B cells
npedglip-1,Unknown
npedkeba-1,B cells
npednphl-1,CD4+ T cells
npeeenji-1,Unknown
npeegedi-1,Unknown
npeejbeb-1,Unknown
npeejnme-1,Fibroblasts
npeekpbg-1,Unknown
npefnddl-1,CD8+ T cells
npegafoh-1,Unknown
npegecnj-1,Fibroblasts
npegfoad-1,Unknown
npeghipd-1,Unknown
npeglhgh-1,Unknown
npegnkdb-1,Unknown
npegoael-1,Fibroblasts
npegohji-1,Unknown
npegpdkp-1,Macrophages
npehclod-1,Fibroblasts
npehcnfk-1,Macrophages
npehdcli-1,Unknown
npehebbj-1,Unknown
npehgfie-1,Unknown
npehijlc-1,Unknown
npeicaal-1,Unknown
npeiciid-1,Unknown
npeihlpl-1,Epithelial
npeipglh-1,Fibroblasts
npejemib-1,Epithelial
npejfggp-1,Epithelial
npejkmlo-1,Fibroblasts
npejmeph-1,Macrophages
npejoehe-1,Epithelial
npejomhg-1,Macrophages
npejpgdn-1,Unknown
npejpjdh-1,Unknown
npejppka-1,Epithelial
npekbebj-1,Unknown
npekblbg-1,Endothelial
npekbmfo-1,Macrophages
npekdjda-1,Unknown
npekhehp-1,Unknown
npekhkaf-1,Unknown
npekklil-1,Endothelial
npekljld-1,Epithelial
npekmbdj-1,Unknown
npeladig-1,Unknown
npelaheg-1,Macrophages
npelaode-1,Epithelial
npelefln-1,Unknown
npelepni-1,Unknown
npelfaog-1,Epithelial
npelgpca-1,Unknown
npelhall-1,Unknown
npelhomk-1,Macrophages
npelifif-1,CD8+ T cells
npelkjhe-1,Epithelial
npelloem-1,Unknown
npelocio-1,Unknown
npelplgj-1,Macrophages
npembcnp-1,Unknown
npemdddk-1,Unknown
npemflcc-1,Macrophages
npemgckk-1,Endothelial
npemgggf-1,Epithelial
npemhbji-1,Endothelial
npemhbjm-1,Unknown
npemlbob-1,Macrophages
npenadhj-1,Fibroblasts
npenenbi-1,Endothelial
npenfojc-1,Epithelial
npenibji-1,Epithelial
npenlhga-1,Unknown
npenmjki-1,Epithelial
npennlno-1,Macrophages
npennmhj-1,Endothelial
npeobdda-1,Endothelial
npeochia-1,Epithelial
npeofmpb-1,Macrophages
npeogdbp-1,Endothelial
npeohoce-1,Macrophages
npeoiado-1,Epithelial
npeokfco-1,Epithelial
npeolceg-1,Endothelial
npeomoaj-1,Epithelial
npeooafm-1,CD8+ T cells
npeoofbj-1,Macrophages
npeoojeb-1,Unknown
npeoomea-1,Unknown
npeopino-1,Epithelial
npepchfo-1,Epithelial
npepdanp-1,Unknown
npepfkin-1,Epithelial
npepiemb-1,Unknown
npeplkgd-1,Macrophages
npepnfjc-1,Endothelial
npfafpce-1,Epithelial
npfakadm-1,Unknown
npfalfgk-1,Macrophages
npfalich-1,Unknown
npfanjee-1,Fibroblasts
npfapfea-1,Macrophages
npfaphii-1,Unknown
npfbcgae-1,Macrophages
npfbdneb-1,Unknown
npfbgimn-1,Epithelial
npfbijnf-1,Macrophages
npfbkelc-1,Unknown
npfbmcig-1,Unknown
npfbobbp-1,Macrophages
npfcbeme-1,Unknown
npfcboii-1,Unknown
npfcchij-1,Epithelial
npfcfjkk-1,Macrophages
npfcfkjc-1,Unknown
npfcncml-1,Macrophages
npfcnmpl-1,Fibroblasts
npfcoeeh-1,CD4+ T cells
npfcojbc-1,Unknown
npfconjj-1,Macrophages
npfddmno-1,Macrophages
npfdedih-1,Endothelial
npfdfcde-1,Endothelial
npfdhfbe-1,Unknown
npfdhllg-1,Macrophages
npfdkknj-1,Unknown
npfdlpjb-1,Macrophages
npfdmfpp-1,Epithelial
npfdnldj-1,Macrophages
npfdoomm-1,Macrophages
npfdpogg-1,Unknown
npfebihf-1,Unknown
npfeelda-1,Unknown
npfefaoj-1,CD4+ T cells
npfefkof-1,Epithelial
npfegaop-1,CD8+ T cells
npfeldnj-1,Macrophages
npfepdij-1,Endothelial
npffajjj-1,Unknown
npffcddb-1,Macrophages
npffcinc-1,Unknown
npffdfbp-1,Epithelial
npffhkbl-1,Macrophages
npffkcjm-1,Unknown
npfflbde-1,Macrophages
npffngea-1,Macrophages
npffnhhd-1,Endothelial
npffobnn-1,Unknown
npfgefcl-1,Unknown
npfgfikl-1,Unknown
npfghjoa-1,Unknown
npfghnbd-1,Unknown
npfgjeda-1,Endothelial
npfgnmdo-1,Unknown
npfhahfg-1,Macrophages
npfhhiko-1,CD8+ T cells
npfhikpd-1,Unknown
npfhkpbf-1,CD8+ T cells
npfibipc-1,B cells
npficfkh-1,Macrophages
npficidb-1,Fibroblasts
npficpfj-1,Macrophages
npfiglbf-1,Epithelial
npfijpoj-1,Epithelial
npfimini-1,Unknown
npfinmhe-1,Epithelial
npfipnnm-1,Unknown
npfjblda-1,Endothelial
npfjcime-1,Endothelial
npfjggdc-1,Epithelial
npfjgihd-1,Unknown
npfjlfeg-1,Endothelial
npfjnfhk-1,Endothelial
npfjpnga-1,Macrophages
npfkakll-1,Unknown
npfkcmfe-1,Unknown
npfkdgdd-1,Unknown
npfkdknj-1,Unknown
npfkeamf-1,Unknown
npfkepfc-1,Epithelial
npfkfoif-1,Endothelial
npfkhjkd-1,Endothelial
npfkihni-1,Macrophages
npfkindm-1,Epithelial
npfkkach-1,Macrophages
npfkmham-1,Unknown
npfkomkb-1,Unknown
npfkppfb-1,Endothelial
npfldklc-1,Macrophages
npfldlhj-1,Unknown
npflefdn-1,Fibroblasts
npflhgpg-1,Epithelial
npfliohc-1,Epithelial
npfljbcp-1,Macrophages
npflmpfh-1,Macrophages
npflnhkp-1,Macrophages
npflpocd-1,Unknown
npfmbihf-1,Unknown
npfmblfa-1,Macrophages
npfmepcd-1,Macrophages
npfmfhhk-1,Endothelial
npfmgggk-1,Macrophages
npfmibom-1,Unknown
npfmiidp-1,CD4+ T cells
npfmlojo-1,Endothelial
npfmmlmk-1,Epithelial
npfnfcdk-1,Macrophages
npfnfogg-1,Unknown
npfnjedi-1,Unknown
npfnklhi-1,Epithelial
npfnmfhg-1,Unknown
npfnoooe-1,CD8+ T cells
npfnpfak-1,Endothelial
npfoacip-1,Endothelial
npfoahcc-1,Unknown
npfoakeh-1,CD4+ T cells
npfobljj-1,Epithelial
npfodigh-1,Unknown
npfoelio-1,Macrophages
npfohogj-1,B cells
npfokkjj-1,B cells
npfoklpo-1,CD4+ T cells
npfopffd-1,B cells
npfpcbhk-1,Unknown
npfpdlea-1,Macrophages
npfpgpae-1,Unknown
npfpneoi-1,Unknown
npgafhdi-1,Unknown
npgahigf-1,Epithelial
npgajjpc-1,Endothelial
npgamdfh-1,Macrophages
npgamijp-1,Unknown
npganidm-1,Endothelial
npgaobnn-1,Endothelial
npgapfec-1,Unknown
npgbcafc-1,Macrophages
npgbdgoi-1,B cells
npgbhnkk-1,B cells
npgblbgj-1,Epithelial
npgbmpac-1,Macrophages
npgbojpa-1,Unknown
npgbopkm-1,B cells
npgbppja-1,Endothelial
npgcabbp-1,B cells
npgcdnhk-1,CD4+ T cells
npgcebjk-1,Unknown
npgcklei-1,Epithelial
npgcldbk-1,Unknown
npgclhge-1,CD4+ T cells
npgcmdan-1,CD4+ T cells
npgcmdbf-1,Unknown
npgcodgg-1,Endothelial
npgcpela-1,Unknown
npgdappc-1,Endothelial
npgdbcbd-1,Macrophages
npgdbnlk-1,Endothelial
npgdcgnj-1,Endothelial
npgdfhck-1,CD8+ T cells
npgdfikl-1,Epithelial
npgdfmdb-1,Endothelial
npgdgmgc-1,Unknown
npgdhaia-1,Endothelial
npgdhfbl-1,Fibroblasts
npgdhnmp-1,Unknown
npgdmbda-1,CD4+ T cells
npgebejd-1,B cells
npgecfom-1,Macrophages
npgecgje-1,Macrophages
npgedgab-1,B cells
npgeedhm-1,Macrophages
npgegfnj-1,Macrophages
npgehfin-1,CD4+ T cells
npgehlin-1,Endothelial
npgehoac-1,Endothelial
npgejbdd-1,CD4+ T cells
npgepipb-1,Unknown
npgfbenm-1,CD4+ T cells
npgfeigf-1,Epithelial
npgffbch-1,Unknown
npgfhkao-1,CD4+ T cells
npgfihol-1,Unknown
npgfjkoa-1,Endothelial
npgflceh-1,CD4+ T cells
npgfnnin-1,Unknown
npggbijo-1,Macrophages
npggcind-1,Unknown
npggdnda-1,Epithelial
npggenac-1,CD8+ T cells
npgggfkh-1,Unknown
npgghmbg-1,Macrophages
npgghpbg-1,Macrophages
npggkknb-1,Macrophages
npgglgkk-1,CD4+ T cells
npggmeed-1,Macrophages
npggnabn-1,CD4+ T cells
npghacdo-1,Unknown
npghcpjc-1,Unknown
npghdbjo-1,Unknown
npghdcdn-1,Unknown
npghdjkf-1,Unknown
npghehai-1,Unknown
npghihcd-1,Unknown
npghnbaa-1,CD8+ T cells
npghphlk-1,Fibroblasts
npgiaofe-1,Macrophages
npgiejok-1,Macrophages
npgiifhj-1,Epithelial
npgikgbj-1,Epithelial
npgilmfc-1,Endothelial
npgionaj-1,Epithelial
npgjaagk-1,Macrophages
npgjdbem-1,Unknown
npgjhffd-1,Macrophages
npgjjdae-1,CD8+ T cells
npgjkioo-1,Unknown
npgjljib-1,Unknown
npgjmlcg-1,Macrophages
npgkacch-1,Epithelial
npgkdcdm-1,Macrophages
npgkhdfa-1,Macrophages
npgkkgca-1,Epithelial
npgklagc-1,Macrophages
npgklaji-1,Unknown
npgknalc-1,Unknown
npgknmol-1,Endothelial
npgkpmmb-1,Unknown
npglajho-1,Macrophages
npglbjig-1,Macrophages
npglhpjd-1,Macrophages
npglieah-1,Unknown
npglmiam-1,Epithelial
npgmalff-1,Unknown
npgmaoan-1,Endothelial
npgmebpe-1,B cells
npgmfhgk-1,Endothelial
npgmfnnj-1,Unknown
npgmhaia-1,Fibroblasts
npgmiapa-1,Endothelial
npgmjlla-1,Unknown
npgmpamc-1,Macrophages
npgnaeic-1,Unknown
npgncmje-1,Unknown
npgnegkb-1,Macrophages
npgnembb-1,Endothelial
npgnephh-1,CD8+ T cells
npgnhnbb-1,CD8+ T cells
npgnimob-1,Epithelial
npgnmnfj-1,CD8+ T cells
npgnngeo-1,CD8+ T cells
npgnnnje-1,Unknown
npgodnng-1,Fibroblasts
npgoebma-1,Macrophages
npgoeghh-1,CD8+ T cells
npgofhim-1,Macrophages
npgohcpa-1,CD8+ T cells
npgonbbf-1,Macrophages
npgpacbn-1,Unknown
npgpacea-1,Endothelial
npgpbbng-1,Unknown
npgpenpp-1,CD4+ T cells
npgphkop-1,Macrophages
npgpijlk-1,Endothelial
npgpindd-1,Epithelial
npgpmhgn-1,Unknown
npgpmklk-1,Endothelial
npgpnbgp-1,Unknown
nphaalji-1,Unknown
nphabnkj-1,Endothelial
nphagcdk-1,Macrophages
nphbampj-1,Macrophages
nphbbmbk-1,Macrophages
nphbdbak-1,Unknown
nphbdlia-1,Endothelial
nphbfall-1,Unknown
nphbgiae-1,Epithelial
nphbijgm-1,Macrophages
nphbjkfn-1,Epithelial
nphbleop-1,CD4+ T cells
nphbmefj-1,Unknown
nphboljm-1,CD4+ T cells
nphcbdhm-1,Endothelial
nphccpll-1,Unknown
nphcfadb-1,CD4+ T cells
nphcfpfc-1,Endothelial
nphcgddb-1,Macrophages
nphcgphd-1,B cells
nphciicj-1,CD8+ T cells
nphcjdgc-1,Unknown
nphdbmel-1,Unknown
nphddpgg-1,Macrophages
nphdefcc-1,CD8+ T cells
nphdeffg-1,Unknown
nphdfemn-1,Fibroblasts
nphdhmok-1,Endothelial
nphdinbn-1,CD4+ T cells
nphdkknk-1,CD8+ T cells
nphdlgpn-1,B cells
nphebbhj-1,CD8+ T cells
nphedohk-1,Unknown
npheeokh-1,Epithelial
nphegagf-1,CD4+ T cells
npheidld-1,Endothelial
nphejofp-1,CD4+ T cells
nphfabhm-1,Fibroblasts
nphfagfm-1,Unknown
nphfcgol-1,B cells
nphfdfdi-1,CD4+ T cells
nphfeoik-1,CD4+ T cells
nphffgll-1,Unknown
nphfhian-1,Unknown
nphfjeef-1,Macrophages
nphfmemp-1,Unknown
nphgcggp-1,Unknown
nphgchcg-1,Unknown
nphgdjle-1,CD4+ T cells
nphgjihj-1,Unknown
nphgklag-1,CD4+ T cells
nphgmhjg-1,CD4+ T cells
nphgphpb-1,Unknown
nphhahkh-1,Unknown
nphhdfdf-1,Macrophages
nphhipad-1,Macrophages
nphigbfd-1,Macrophages
nphijago-1,Macrophages
nphijbck-1,Macrophages
nphiobpd-1,CD8+ T cells
nphioioi-1,B cells
nphjaadb-1,CD8+ T cells
nphjaidd-1,Macrophages
nphjhldg-1,Macrophages
nphjnhea-1,Endothelial
nphjobff-1,Fibroblasts
nphjopji-1,Unknown
nphjpmii-1,Unknown
nphkjdfk-1,CD8+ T cells
nphkjhip-1,CD8+ T cells
nphkklgc-1,Endothelial
nphklkbn-1,CD8+ T cells
nphlekpg-1,B cells
nphlgfic-1,Endothelial
nphljlhi-1,Unknown
nphlnnig-1,CD8+ T cells
nphloecm-1,CD4+ T cells
nphlpkgn-1,CD8+ T cells
nphmalno-1,CD4+ T cells
nphmcbid-1,CD8+ T cells
nphmeeni-1,Unknown
nphmhdfi-1,Macrophages
nphmjokc-1,B cells
nphmkcfg-1,CD8+ T cells
nphmkgah-1,Unknown
nphnbhal-1,Endothelial
nphnbhlk-1,CD8+ T cells
nphnhcgc-1,Unknown
nphnhkci-1,Epithelial
nphnkdia-1,Fibroblasts
nphnklhg-1,Macrophages
nphnnfdm-1,CD8+ T cells
nphnoepf-1,CD8+ T cells
nphnphhi-1,Unknown
nphodkgg-1,CD8+ T cells
nphogmjb-1,CD4+ T cells
nphokmfh-1,CD4+ T cells
nphomcco-1,CD4+ T cells
nphomkfn-1,Unknown
nphpbild-1,CD8+ T cells
nphpeenh-1,Epithelial
nphpeneh-1,CD8+ T cells
nphpgcph-1,CD8+ T cells
nphpgeka-1,Unknown
nphplcpk-1,Unknown
nphpngoi-1,Macrophages
nphponkd-1,Endothelial
npiabenc-1,Unknown
npiabflk-1,Fibroblasts
npiabnod-1,Unknown
npiaebih-1,Unknown
npiagbbj-1,Macrophages
npiahble-1,Macrophages
npiahcaj-1,Macrophages
npiajpdc-1,Unknown
npibfkkd-1,Epithelial
npibicho-1,Epithelial
npibifgl-1,Macrophages
npibjhjd-1,Unknown
npibkogm-1,Unknown
npibnjai-1,Unknown
npibploc-1,Unknown
npicdkmj-1,CD8+ T cells
npicechk-1,Endothelial
npiciknd-1,Unknown
npicmgac-1,Fibroblasts
npicnchg-1,Endothelial
npicogfk-1,Macrophages
npicohdb-1,CD8+ T cells
npicphmc-1,Macrophages
npidcmej-1,Macrophages
npidcnel-1,Macrophages
npidefpe-1,Macrophages
npidfegj-1,CD8+ T cells
npidimip-1,Macrophages
npidlieg-1,Fibroblasts
npieahdk-1,Macrophages
npiedbao-1,Macrophages
npieekag-1,Macrophages
npiegcna-1,CD8+ T cells
npiejffi-1,Macrophages
npienkgd-1,Macrophages
npieocjg-1,CD8+ T cells
npifccok-1,B cells
npifehgf-1,Fibroblasts
npiffnko-1,CD4+ T cells
npifgbkk-1,CD4+ T cells
npifgjga-1,CD8+ T cells
npifkoeg-1,Unknown
npiflioa-1,Endothelial
npifogol-1,Unknown
npifohmb-1,CD8+ T cells
npifpjkc-1,Endothelial
npigcham-1,Endothelial
npigcmjg-1,CD4+ T cells
npigdpgf-1,CD8+ T cells
npigfgig-1,Unknown
npigkfdi-1,Unknown
npigmemh-1,Unknown
npigpilg-1,CD8+ T cells
npihaehm-1,Fibroblasts
npihcaie-1,Macrophages
npihebmm-1,Macrophages
npiheefp-1,CD8+ T cells
npihegfj-1,Endothelial
npihihjf-1,Unknown
npihklfe-1,CD8+ T cells
npihldap-1,Endothelial
npiiaiij-1,Unknown
npiibaaj-1,CD8+ T cells
npiibdni-1,Unknown
npiibnaf-1,CD4+ T cells
npiideom-1,B cells
npiiemhd-1,CD4+ T cells
npiihfdm-1,CD4+ T cells
npiimafk-1,Endothelial
npiinjbg-1,Unknown
npiiplda-1,Endothelial
npiipmbe-1,CD8+ T cells
npiipofo-1,Unknown
npijbphl-1,CD4+ T cells
npijddaa-1,CD4+ T cells
npijealn-1,CD8+ T cells
npijeoaa-1,CD8+ T cells
npijfnfl-1,Unknown
npijgmjf-1,Macrophages
npijoggh-1,Fibroblasts
npikcjfd-1,Endothelial
npikdmcl-1,CD4+ T cells
npikfadj-1,Endothelial
npikgpai-1,Epithelial
npikhdlo-1,CD4+ T cells
npiklckc-1,CD4+ T cells
npikldfj-1,CD4+ T cells
npilaemg-1,Macrophages
npilajlb-1,B cells
npilbemp-1,Unknown
npilcfal-1,Endothelial
npilcfjb-1,Epithelial
npilcned-1,Unknown
npilcphn-1,B cells
npildach-1,CD4+ T cells
npilfihj-1,Unknown
npilgcip-1,Macrophages
npililok-1,Epithelial
npiljbif-1,CD8+ T cells
npilkoff-1,B cells
npilmdja-1,CD4+ T cells
npimcpoo-1,B cells
npimdhgh-1,CD8+ T cells
npimepfc-1,Unknown
npimfiic-1,Macrophages
npimigjh-1,CD8+ T cells
npimlenb-1,Unknown
npimoike-1,Endothelial
npimojaj-1,Unknown
npimpafb-1,Unknown
npinepfb-1,Fibroblasts
npinggoa-1,CD8+ T cells
npinhbpp-1,CD8+ T cells
npiniphi-1,Unknown
npinmlai-1,Endothelial
npioenbf-1,Endothelial
npiogoem-1,Unknown
npiohlkj-1,Unknown
npiojdec-1,Epithelial
npiojmoh-1,Endothelial
npiokeko-1,CD8+ T cells
npiolcoe-1,Unknown
npiomgab-1,Unknown
npioogib-1,CD4+ T cells
npiopegp-1,Endothelial
npipacbd-1,CD8+ T cells
npipbkgc-1,Endothelial
npipblkn-1,CD8+ T cells
npipcfpf-1,Macrophages
npipcjjl-1,Unknown
npipinhh-1,Unknown
npipokmo-1,Endothelial
npjablke-1,Endothelial
npjacibj-1,Endothelial
npjaclob-1,Endothelial
npjadhek-1,Epithelial
npjadlgd-1,Endothelial
npjaemeg-1,Endothelial
npjahibg-1,Unknown
npjakhal-1,CD8+ T cells
npjalcmb-1,Macrophages
npjamabn-1,CD4+ T cells
npjanape-1,Unknown
npjbbdfo-1,Endothelial
npjbdiif-1,Unknown
npjbgmbp-1,CD4+ T cells
npjbkljm-1,Macrophages
npjbmjen-1,Endothelial
npjcamod-1,CD4+ T cells
npjcbodc-1,Unknown
npjcdndn-1,Endothelial
npjcfdgg-1,Unknown
npjchcfi-1,CD4+ T cells
npjcjapl-1,Unknown
npjcjinc-1,Unknown
npjckoom-1,Unknown
npjclcoh-1,Endothelial
npjclemo-1,Endothelial
npjdaajk-1,Fibroblasts
npjdbbge-1,Macrophages
npjdcjej-1,B cells
npjddfdi-1,B cells
npjdmeag-1,Endothelial
npjdmjbl-1,Endothelial
npjeboaj-1,Epithelial
npjededf-1,Unknown
npjegame-1,Endothelial
npjehhkb-1,CD4+ T cells
npjejinn-1,Endothelial
npjeklca-1,Endothelial
npjeljjd-1,Epithelial
npjendgg-1,Macrophages
npjenflc-1,Epithelial
npjenkfg-1,Macrophages
npjephcp-1,Macrophages
npjfdkjp-1,CD8+ T cells
npjfjhkc-1,Unknown
npjfninj-1,Epithelial
npjfpgdh-1,Macrophages
npjgaaef-1,Macrophages
npjgcoeh-1,Epithelial
npjgeopp-1,Epithelial
npjggfnn-1,Epithelial
npjghkkc-1,Endothelial
npjgkjme-1,Unknown
npjgncif-1,Epithelial
npjgolhc-1,Epithelial
npjhapjb-1,Macrophages
npjhclne-1,Unknown
npjhclom-1,CD8+ T cells
npjhempk-1,Epithelial
npjheonk-1,Endothelial
npjhfihb-1,CD8+ T cells
npjhjpha-1,Endothelial
npjhlhap-1,Endothelial
npjhmaai-1,Endothelial
npjhnlhb-1,Macrophages
npjickld-1,Macrophages
npjienbe-1,Unknown
npjiepfd-1,Epithelial
npjiffga-1,Unknown
npjifkhf-1,CD4+ T cells
npjihphb-1,Macrophages
npjijkjo-1,Fibroblasts
npjikghi-1,Unknown
npjinkjb-1,Unknown
npjinodh-1,Unknown
npjjgamm-1,Macrophages
npjjgoec-1,Epithelial
npjjhcjl-1,Unknown
npjjipoi-1,Epithelial
npjjjfll-1,Endothelial
npjkbblc-1,Unknown
npjkbllm-1,CD8+ T cells
npjkfeke-1,Unknown
npjkhkkh-1,Macrophages
npjkjhne-1,Macrophages
npjkjihb-1,Unknown
npjkmjhl-1,Fibroblasts
npjknhna-1,Macrophages
npjlbddl-1,Endothelial
npjledap-1,Endothelial
npjlgpce-1,CD8+ T cells
npjlikog-1,CD8+ T cells
npjljipd-1,Unknown
npjlloeh-1,Macrophages
npjlmagj-1,Macrophages
